Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
II1,"Transport, postal, and warehousing",2021Q3,1011,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q4,1103,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q1,1154,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q2,1184,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q3,1393,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q4,1506,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q1,674,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q2,726,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q3,761,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q4,724,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q1,661,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q2,709,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q3,747,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q4,701,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q1,655,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q2,709,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q3,754,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q4,690,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q1,658,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q2,722,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q3,742,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q4,713,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q1,642,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q2,720,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q3,728,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q4,699,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q1,693,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q2,742,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q3,808,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q4,744,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q1,665,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q2,622,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q3,728,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q4,697,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q1,633,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q2,686,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q3,691,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q4,662,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2022Q1,681,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2022Q2,716,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2022Q3,711,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2022Q4,642,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q1,19693,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q2,16387,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q3,17368,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q4,19881,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q1,20095,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q2,16249,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q3,17151,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q4,19402,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q1,19475,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q2,15912,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q3,16832,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q4,18574,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q1,19212,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q2,16173,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q3,17168,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q4,19536,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q1,19688,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q2,16109,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q3,17173,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q4,19681,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q1,20674,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q2,16570,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q3,17190,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q4,19450,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q1,20014,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q2,15046,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q3,16566,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q4,18616,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q1,19286,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q2,16321,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q3,15682,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q4,17716,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2022Q1,18685,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2022Q2,15263,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2022Q3,15434,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2022Q4,17254,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q1,1911,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q2,1966,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q3,2058,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q4,2059,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q1,2017,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q2,2074,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q3,2140,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q4,2167,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q1,2069,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q2,2101,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q3,2187,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q4,2222,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q1,2169,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q2,2245,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q3,2237,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q4,2260,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q1,2136,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q2,2193,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q3,2207,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q4,2315,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q1,2147,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q2,2209,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q3,2231,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q4,2265,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q1,2104,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q2,1595,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q3,2211,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q4,2362,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q1,2200,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q2,2283,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q3,1988,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q4,2161,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2022Q1,2104,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2022Q2,2132,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2022Q3,2190,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2022Q4,2207,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q1,1753,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q2,1741,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q3,1771,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q4,1855,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q1,1857,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q2,1832,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q3,1826,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q4,1958,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q1,1906,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q2,1873,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q3,1892,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q4,2006,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q1,1989,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q2,2000,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q3,1931,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q4,2056,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q1,1964,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q2,1943,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q3,1908,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q4,2100,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q1,1984,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q2,1963,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q3,1926,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q4,2044,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q1,1929,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q2,1364,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q3,1901,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q4,2145,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q1,2032,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q2,2040,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q3,1682,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q4,1951,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2022Q1,1941,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2022Q2,1909,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2022Q3,1906,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2022Q4,2001,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q1,99,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q2,165,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q3,225,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q4,142,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q1,96,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q2,175,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q3,245,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q4,144,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q1,94,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q2,163,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q3,230,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q4,147,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q1,112,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q2,180,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q3,239,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q4,136,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q1,107,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q2,183,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q3,234,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q4,147,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q1,98,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q2,181,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q3,241,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q4,155,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q1,111,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q2,175,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q3,247,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q4,152,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q1,106,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q2,182,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q3,249,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q4,151,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q1,103,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q2,164,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q3,226,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q4,146,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q1,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q2,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q3,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q4,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q1,63,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q3,70,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q4,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q1,69,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q3,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q4,69,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q1,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q3,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q4,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q1,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q2,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q3,64,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q4,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q1,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q2,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q3,64,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q4,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q1,64,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q2,56,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q3,63,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q4,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q1,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q2,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q3,57,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q4,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q1,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q2,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q3,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q4,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q1,1.18,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2014Q2,1.19,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2014Q3,1.21,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2014Q4,1.21,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2015Q1,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2015Q2,1.23,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2015Q3,1.24,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2015Q4,1.25,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2016Q1,1.23,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2016Q2,1.23,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2016Q3,1.25,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2016Q4,1.25,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2017Q1,1.28,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2017Q2,1.29,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2017Q3,1.26,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2017Q4,1.24,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2018Q1,1.24,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2018Q2,1.23,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2018Q3,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2018Q4,1.24,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2019Q1,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2019Q2,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2019Q3,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2019Q4,1.19,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2020Q1,1.19,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2020Q2,0.86,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2020Q3,1.18,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2020Q4,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2021Q1,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2021Q2,1.22,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2021Q3,1.04,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2021Q4,1.1,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2022Q1,1.14,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2022Q2,1.12,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2022Q3,1.12,Ratio,Tonnes per household,Carbon dioxide equivalents,P
HHD,Households,2022Q4,1.09,Ratio,Tonnes per household,Carbon dioxide equivalents,P
ZZZ,Total,2014Q1,21604,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q2,18353,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q3,19426,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q4,21940,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q1,22111,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q2,18323,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q3,19291,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q4,21569,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q1,21543,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q2,18013,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q3,19019,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q4,20796,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q1,21382,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q2,18418,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q3,19405,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q4,21797,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q1,21824,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q2,18302,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q3,19380,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q4,21996,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q1,22820,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q2,18778,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q3,19420,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q4,21715,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q1,22118,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q2,16641,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q3,18777,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q4,20978,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q1,21486,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q2,18604,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q3,17670,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q4,19877,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q1,20789,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q2,17395,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q3,17624,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q4,19461,Actual,Kilotonnes,Carbon dioxide equivalents,P
